0 0   0   0   0   2   10  45  70    80  90  100
0 0   0   0   0   0	  3	  10  40	50	80	100
0 0   0   0   0   0   0   7   20	30	50	100
0 0   0   0   0	  0	  0	  0	  10	15	20	80
0 0   0   0   0	  0	  0	  0	  10	15	20	80
0 0   0   0   0	  0	  0	  0	   0	0	0	0
