x	y
24899.000000	10830000.000000
24959.000006	10830000.000000
25019.999997	10820000.000000
25078.999999	10830000.000000
25139.000006	10830000.000000
25199.999997	10820000.000000
25258.999998	10830000.000000
25319.000005	10830000.000000
25380.000006	10820000.000000
25438.999998	10800000.000000
25499.000004	10790000.000000
25560.000005	10790000.000000
25618.999997	10780000.000000
25679.999998	10780000.000000
25740.000005	10780000.000000
25799.000007	10780000.000000
25859.999998	10770000.000000
25920.000004	10780000.000000
25979.000006	10780000.000000
26039.999997	10770000.000000
26100.000003	10760000.000000
26159.000005	10760000.000000
26220.000006	10780000.000000
26280.000003	10760000.000000
26339.000005	10730000.000000
26400.000006	10750000.000000
26460.000002	10760000.000000
26519.000004	10760000.000000
26580.000005	10760000.000000
26640.000001	10770000.000000
26699.000003	10760000.000000
26760.000004	10740000.000000
26819.000006	10780000.000000
26879.000003	10780000.000000
26940.000004	10790000.000000
26999.000005	10790000.000000
27059.000002	10790000.000000
27120.000003	10800000.000000
27179.000005	10780000.000000
27239.000001	10780000.000000
27300.000002	10800000.000000
27359.000004	10790000.000000
27419.000001	10800000.000000
27480.000002	10790000.000000
27539.000003	10800000.000000
27599.000000	10790000.000000
27660.000001	10790000.000000
27719.000003	10800000.000000
27778.999999	10800000.000000
27840.000000	10800000.000000
27899.000002	10800000.000000
27958.999998	10810000.000000
28020.000000	10800000.000000
28079.000001	10790000.000000
28140.000002	10790000.000000
28199.999999	10790000.000000
28259.000001	10790000.000000
28320.000002	10790000.000000
28379.999998	10790000.000000
28439.000000	10800000.000000
28500.000001	10780000.000000
28559.999998	10790000.000000
28618.999999	10800000.000000
28680.000000	10800000.000000
28739.000002	10780000.000000
28798.999999	10780000.000000
28860.000000	10810000.000000
28919.000002	10970000.000000
28978.999998	11030000.000000
29039.999999	11050000.000000
29099.000001	11040000.000000
29158.999997	11090000.000000
29219.999998	11140000.000000
29279.000000	11170000.000000
29338.999997	11170000.000000
29399.999998	11150000.000000
29459.000000	11160000.000000
29519.000006	11170000.000000
29579.999997	11180000.000000
29638.999999	11180000.000000
29699.000005	11110000.000000
29760.000006	11100000.000000
29818.999998	11100000.000000
29879.000005	11100000.000000
29940.000006	11120000.000000
29998.999998	11150000.000000
30059.000004	11180000.000000
30120.000005	11130000.000000
30178.999997	11110000.000000
30239.999998	11090000.000000
30300.000004	11080000.000000
30359.000006	11070000.000000
30419.999997	11070000.000000
30478.999999	11060000.000000
30539.000006	11070000.000000
30599.999997	11040000.000000
30658.999998	11030000.000000
30719.000005	11020000.000000
30780.000006	11020000.000000
30838.999998	11010000.000000
30899.000004	10990000.000000
30960.000005	10950000.000000
31018.999997	10940000.000000
31079.000004	10950000.000000
31140.000005	10930000.000000
31199.000007	10910000.000000
31259.000003	10900000.000000
31320.000004	10890000.000000
31379.000006	10880000.000000
31439.000002	10880000.000000
31500.000003	10870000.000000
31559.000005	10860000.000000
31619.000002	10850000.000000
31680.000003	10850000.000000
31739.000005	10830000.000000
31799.000001	10810000.000000
31860.000002	10800000.000000
31919.000004	10790000.000000
31979.000000	10790000.000000
32040.000001	10780000.000000
32099.000003	10770000.000000
32160.000004	10720000.000000
32220.000001	10710000.000000
32279.000003	10710000.000000
32340.000004	10700000.000000
32400.000000	10700000.000000
32459.000002	10700000.000000
32520.000003	10680000.000000
32579.999999	10670000.000000
32639.000001	10660000.000000
32700.000002	10670000.000000
32759.000004	10670000.000000
32819.000001	10630000.000000
32880.000002	10620000.000000
32939.000003	10600000.000000
32999.000000	10600000.000000
33060.000001	10560000.000000
33119.000003	10530000.000000
33178.999999	10500000.000000
33240.000000	10490000.000000
33299.000002	10450000.000000
33358.999998	10430000.000000
33420.000000	10420000.000000
33479.000001	10420000.000000
33538.999998	10430000.000000
33599.999999	10360000.000000
33659.000001	10340000.000000
33718.999997	10330000.000000
33779.999998	10350000.000000
33839.000000	10350000.000000
33899.000007	10350000.000000
33959.999998	10350000.000000
34018.999999	10350000.000000
34080.000000	10370000.000000
34139.999997	10370000.000000
34198.999999	10390000.000000
34260.000000	10390000.000000
34320.000006	10390000.000000
34378.999998	10370000.000000
34439.999999	10370000.000000
34500.000006	10360000.000000
34558.999997	10340000.000000
34619.999998	10340000.000000
34680.000005	10350000.000000
34738.999997	10350000.000000
34799.999998	10330000.000000
34860.000004	10340000.000000
34919.000006	10350000.000000
34979.999997	10370000.000000
35038.999999	10370000.000000
35099.000005	10370000.000000
35160.000006	10350000.000000
35218.999998	10340000.000000
35279.000005	10340000.000000
35340.000006	10340000.000000
35398.999998	10330000.000000
35459.000004	10330000.000000
35520.000005	10320000.000000
35578.999997	10300000.000000
35639.000003	10300000.000000
35700.000004	10300000.000000
35759.000006	9870000.000000
35819.000003	9740000.000000
35880.000004	9670000.000000
35939.000006	9650000.000000
35999.999997	9630000.000000
36060.000003	9620000.000000
36119.000005	9610000.000000
36180.000006	9610000.000000
36240.000002	9620000.000000
36299.000004	9610000.000000
36360.000005	9630000.000000
36420.000002	9640000.000000
36479.000004	9650000.000000
36540.000005	9660000.000000
36600.000001	9670000.000000
36659.000003	9680000.000000
36720.000004	9680000.000000
36780.000000	9680000.000000
36839.000002	9670000.000000
36900.000003	9660000.000000
36959.000005	9660000.000000
37019.000002	9670000.000000
37080.000003	9680000.000000
37139.000005	9660000.000000
37199.000001	9660000.000000
37260.000002	9660000.000000
37319.000004	9650000.000000
37379.000000	9650000.000000
37440.000001	9650000.000000
37499.000003	9650000.000000
37559.000000	9650000.000000
37620.000001	9660000.000000
37679.000003	9660000.000000
37738.999999	9660000.000000
37800.000000	9660000.000000
37859.000002	9670000.000000
37918.999998	9650000.000000
37979.999999	9660000.000000
38039.000001	9660000.000000
38100.000002	9670000.000000
38159.999999	9660000.000000
38219.000001	9660000.000000
38280.000002	9660000.000000
38339.999998	9670000.000000
38399.000000	9660000.000000
38460.000001	9650000.000000
38519.999997	9670000.000000
38578.999999	9670000.000000
38640.000000	9680000.000000
38699.999997	9660000.000000
38758.999998	9670000.000000
38820.000000	9660000.000000
38880.000006	9660000.000000
38938.999998	9660000.000000
38999.999999	9650000.000000
39060.000005	9650000.000000
39118.999997	9650000.000000
39179.999998	9650000.000000
39239.000000	9650000.000000
39299.000007	9650000.000000
39359.999998	9640000.000000
39418.999999	9640000.000000
39479.000006	9640000.000000
39539.999997	9640000.000000
39598.999999	9640000.000000
39659.000005	9640000.000000
39720.000006	9640000.000000
39778.999998	9630000.000000
39839.000005	9630000.000000
39900.000006	9620000.000000
39958.999997	9620000.000000
40019.000004	9600000.000000
40080.000005	9580000.000000
40138.999997	9550000.000000
40199.999998	9560000.000000
40260.000004	9550000.000000
40319.000006	9560000.000000
40379.999997	9540000.000000
40440.000004	9540000.000000
40499.000005	9540000.000000
40560.000006	9530000.000000
40620.000003	9530000.000000
40679.000005	9520000.000000
40740.000006	9520000.000000
40800.000002	9520000.000000
40859.000004	9520000.000000
40920.000005	9520000.000000
40980.000002	9520000.000000
41039.000003	9510000.000000
41100.000004	9210000.000000
41160.000001	9120000.000000
41219.000003	9090000.000000
41280.000004	9090000.000000
41339.000006	9110000.000000
41399.000002	9120000.000000
41460.000003	9130000.000000
41519.000005	9140000.000000
41579.000001	9140000.000000
41640.000002	9150000.000000
41699.000004	9140000.000000
41759.000001	9170000.000000
41820.000002	9180000.000000
41879.000004	9190000.000000
41939.000000	9210000.000000
42000.000001	9210000.000000
42059.000003	9220000.000000
42118.999999	9220000.000000
42180.000000	9220000.000000
42239.000002	9230000.000000
42360.000000	9240000.000000
42419.000002	9250000.000000
42480.000003	9250000.000000
42539.999999	9270000.000000
42599.000001	9250000.000000
42719.999998	9260000.000000
42779.000000	9280000.000000
42840.000001	9250000.000000
42899.999998	9260000.000000
42959.000000	9230000.000000
43020.000001	9250000.000000
43079.999997	9250000.000000
43138.999999	9250000.000000
43200.000000	9260000.000000
43260.000006	9250000.000000
43318.999998	9260000.000000
43379.999999	9240000.000000
43440.000006	9240000.000000
43498.999998	9250000.000000
43559.999999	9250000.000000
43620.000005	9250000.000000
43678.999997	9250000.000000
43739.999998	9250000.000000
43800.000004	9240000.000000
43859.000006	9240000.000000
43919.999997	9240000.000000
43980.000004	9250000.000000
44039.000006	9250000.000000
44099.999997	9240000.000000
44158.999998	9230000.000000
44219.000005	9230000.000000
44280.000006	9230000.000000
44338.999998	9230000.000000
44399.000004	9230000.000000
44460.000005	9230000.000000
44518.999997	9220000.000000
44579.000004	9210000.000000
44640.000005	9230000.000000
44699.000007	9220000.000000
44759.000003	9210000.000000
44820.000004	9210000.000000
44879.000006	9210000.000000
44939.000002	9150000.000000
45000.000003	9070000.000000
45059.000005	9060000.000000
45119.000002	9050000.000000
45180.000003	9050000.000000
45239.000005	9050000.000000
45300.000006	9050000.000000
45360.000002	9060000.000000
45419.000004	9070000.000000
45480.000005	9080000.000000
45540.000001	9080000.000000
45599.000003	9080000.000000
45660.000004	9080000.000000
45720.000001	9100000.000000
45779.000003	9090000.000000
45840.000004	9080000.000000
45900.000000	9090000.000000
45959.000002	9090000.000000
46020.000003	9100000.000000
46079.999999	9110000.000000
46139.000001	9100000.000000
46200.000002	9100000.000000
46259.000004	9100000.000000
46319.000001	9100000.000000
46380.000002	9110000.000000
46439.000003	9110000.000000
46499.000000	9120000.000000
46560.000001	9120000.000000
46619.000003	9120000.000000
46678.999999	9120000.000000
46740.000000	9120000.000000
46799.000002	9130000.000000
46858.999998	9130000.000000
46920.000000	9130000.000000
46979.000001	9130000.000000
47038.999998	9130000.000000
47099.999999	9130000.000000
47159.000001	9130000.000000
47218.999997	9130000.000000
47279.999998	9130000.000000
47339.000000	9140000.000000
47400.000001	9120000.000000
47459.999998	9100000.000000
47518.999999	9100000.000000
47580.000000	9080000.000000
47639.999997	9070000.000000
47698.999999	9070000.000000
47760.000000	9070000.000000
47820.000006	9060000.000000
47878.999998	9060000.000000
47939.999999	9060000.000000
48000.000006	9060000.000000
48058.999997	9070000.000000
48119.999998	9060000.000000
48180.000005	9050000.000000
48238.999997	8980000.000000
48299.999998	8980000.000000
48359.000000	8980000.000000
48419.000006	8990000.000000
48479.999997	9010000.000000
48538.999999	9030000.000000
48599.000005	9040000.000000
48660.000006	9040000.000000
48718.999998	9050000.000000
48779.000005	9030000.000000
48840.000006	9020000.000000
48898.999998	9030000.000000
48959.000004	9020000.000000
49020.000005	9030000.000000
49078.999997	9030000.000000
49139.000003	9040000.000000
49200.000004	9040000.000000
49259.000006	9010000.000000
49319.999997	9020000.000000
49380.000004	9020000.000000
49439.000006	9020000.000000
49499.999997	9020000.000000
49560.000003	9030000.000000
49619.000005	9040000.000000
49680.000006	9040000.000000
49740.000002	9030000.000000
49799.000004	9040000.000000
49860.000005	9040000.000000
49920.000002	9030000.000000
49979.000004	9020000.000000
50040.000005	9010000.000000
50100.000001	9020000.000000
50159.000003	9020000.000000
50220.000004	9010000.000000
50280.000000	9000000.000000
50339.000002	8990000.000000
50400.000003	8990000.000000
50459.000005	8980000.000000
50519.000002	8980000.000000
50580.000003	8980000.000000
50639.000005	8960000.000000
50699.000001	8970000.000000
50760.000002	8960000.000000
50819.000004	8960000.000000
50879.000000	8960000.000000
50940.000001	8960000.000000
50999.000003	8810000.000000
51059.000000	8740000.000000
51120.000001	8740000.000000
51179.000003	8730000.000000
51240.000004	8730000.000000
51300.000000	8740000.000000
51359.000002	8730000.000000
51420.000003	8720000.000000
51479.999999	8720000.000000
51539.000001	8730000.000000
51600.000002	8730000.000000
51659.999999	8750000.000000
51719.000001	8760000.000000
51780.000002	8780000.000000
51839.999998	8780000.000000
51899.000000	8760000.000000
51960.000001	8780000.000000
52019.999997	8800000.000000
52078.999999	8820000.000000
52140.000000	8840000.000000
52199.999997	8840000.000000
52258.999998	8850000.000000
52320.000000	8850000.000000
52380.000006	8860000.000000
52438.999998	8860000.000000
52499.999999	8870000.000000
52559.000001	8880000.000000
52618.999997	8880000.000000
52679.999998	8870000.000000
52739.000000	8890000.000000
52799.000007	8890000.000000
52859.999998	8900000.000000
52918.999999	8910000.000000
52979.000006	8910000.000000
53039.999997	8920000.000000
53098.999999	8920000.000000
53160.000000	8920000.000000
53220.000006	8930000.000000
53278.999998	8930000.000000
53339.999999	8930000.000000
53400.000006	8910000.000000
53458.999997	8900000.000000
53519.999998	8900000.000000
53580.000005	8890000.000000
53638.999997	8890000.000000
53699.999998	8890000.000000
53760.000004	8880000.000000
53819.000006	8900000.000000
53879.999997	8900000.000000
53940.000004	8890000.000000
53999.000005	8890000.000000
54060.000006	8890000.000000
54120.000003	8890000.000000
54179.000005	8880000.000000
54240.000006	8880000.000000
54300.000002	8880000.000000
54359.000004	8880000.000000
54420.000005	8890000.000000
54480.000002	8900000.000000
54539.000003	8900000.000000
54600.000004	8850000.000000
54659.000006	8860000.000000
54719.000003	8870000.000000
54780.000004	8890000.000000
54839.000006	8890000.000000
54899.000002	8890000.000000
54960.000003	8900000.000000
55019.000005	8910000.000000
55080.000006	8910000.000000
55140.000002	8920000.000000
55199.000004	8910000.000000
55260.000005	8910000.000000
55320.000002	8930000.000000
55379.000004	8930000.000000
55440.000005	8930000.000000
55500.000001	8930000.000000
55559.000003	8930000.000000
55620.000004	8930000.000000
55680.000000	8920000.000000
55739.000002	8920000.000000
55800.000003	8930000.000000
55860.000000	8940000.000000
55919.000002	8940000.000000
55980.000003	8940000.000000
56039.999999	8950000.000000
56099.000001	8950000.000000
56160.000002	8940000.000000
56219.999998	8880000.000000
56279.000000	8870000.000000
56340.000001	8880000.000000
56399.999998	8880000.000000
56459.000000	8890000.000000
56520.000001	8890000.000000
56579.000003	8880000.000000
56638.999999	8880000.000000
56700.000000	8890000.000000
56759.000002	8900000.000000
56818.999998	8890000.000000
56879.999999	8880000.000000
56939.000001	8890000.000000
56998.999998	8890000.000000
57059.999999	8880000.000000
57119.000001	8890000.000000
57180.000002	8880000.000000
57239.999998	8890000.000000
57299.000000	8880000.000000
57360.000001	8880000.000000
57419.999997	8880000.000000
57478.999999	8890000.000000
57540.000000	8890000.000000
57599.999997	8880000.000000
57658.999998	8880000.000000
57720.000000	8880000.000000
57780.000006	8880000.000000
57838.999998	8890000.000000
57899.999999	8890000.000000
57960.000005	8900000.000000
58018.999997	8900000.000000
58079.999998	8900000.000000
58140.000005	8530000.000000
58199.000007	8500000.000000
58259.999998	8490000.000000
58318.999999	8480000.000000
58379.000006	8480000.000000
58439.999997	8490000.000000
58498.999999	8500000.000000
58559.000005	8510000.000000
58620.000006	8540000.000000
58678.999998	8540000.000000
58739.000005	8540000.000000
58800.000006	7880000.000000
58858.999997	7680000.000000
58919.000004	7530000.000000
58980.000005	7410000.000000
59038.999997	7530000.000000
59099.000003	0.000000
59160.000004	0.000000
59219.000006	0.000000
59279.999997	0.000000
59340.000004	0.000000
59399.000005	0.000000
59460.000006	0.000000
59520.000003	0.000000
59579.000005	180000.000000
59640.000006	0.000000
59700.000002	0.000000
59759.000004	0.000000
59820.000005	0.000000
59880.000002	0.000000
59939.000003	0.000000
60000.000004	0.000000
60060.000001	0.000000
60119.000003	140000.000000
60180.000004	3800000.000000
60239.000006	3780000.000000
60299.000002	3770000.000000
60360.000003	3770000.000000
60419.000005	3760000.000000
60479.000001	13510000.000000
60540.000002	30060000.000000
60599.000004	30000000.000000
60659.000001	29970000.000000
60720.000002	29990000.000000
60779.000004	30000000.000000
60839.000000	29990000.000000
60900.000001	29990000.000000
60959.000003	29980000.000000
61018.999999	29980000.000000
61080.000000	29980000.000000
61139.000002	2540000.000000
61198.999999	90000.000000
61260.000000	90000.000000
61319.000002	90000.000000
61380.000003	90000.000000
61439.999999	5560000.000000
61499.000001	70000.000000
61560.000002	100000.000000
61619.999998	5290000.000000
61679.000000	5280000.000000
61740.000001	5270000.000000
61799.999998	5260000.000000
61859.000000	5630000.000000
61920.000001	6010000.000000
61979.999997	6210000.000000
62038.999999	6330000.000000
62100.000000	6450000.000000
62160.000006	6540000.000000
62218.999998	6620000.000000
62279.999999	6720000.000000
62339.000001	6780000.000000
62398.999998	6840000.000000
62459.999999	6920000.000000
62519.000001	6980000.000000
62578.999997	7040000.000000
62639.999998	7100000.000000
62699.000000	7170000.000000
62759.000006	7220000.000000
62819.999997	7270000.000000
62878.999999	7320000.000000
62939.000006	7360000.000000
62999.999997	7410000.000000
63058.999998	7460000.000000
63119.000005	7490000.000000
63180.000006	7530000.000000
63238.999998	7560000.000000
63299.000004	7600000.000000
63360.000005	7630000.000000
63418.999997	7660000.000000
63479.999998	7690000.000000
63540.000005	7710000.000000
63599.000007	7740000.000000
63659.999998	7750000.000000
63720.000004	7780000.000000
63779.000006	7800000.000000
63839.999997	7820000.000000
63900.000003	7830000.000000
63959.000005	7850000.000000
64020.000006	7880000.000000
64080.000003	7890000.000000
64139.000005	7910000.000000
64200.000006	7930000.000000
64260.000002	7940000.000000
64319.000004	7960000.000000
64380.000005	7980000.000000
64438.999997	7980000.000000
64499.000003	7980000.000000
64560.000004	8000000.000000
64619.000006	8010000.000000
64679.000003	8020000.000000
64740.000004	8020000.000000
64799.000005	8030000.000000
64859.000002	8310000.000000
