   6.1165300e+05   2.7059700e+05   2.0060000e+03   1.2000000e+01   2.0000000e+00   4.0000000e-01   4.3840000e+00   2.2000000e+01   5.0000000e+00
   6.1167200e+05   2.7057800e+05   2.0060000e+03   1.2000000e+01   2.0000000e+00   8.0000000e-01   4.3890000e+00   2.3000000e+01   4.4000000e+01
   6.1166600e+05   2.7060700e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   4.5000000e-01   4.3820000e+00   0.0000000e+00   1.4000000e+01
   6.1165700e+05   2.7061200e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   9.5000000e-01   4.3700000e+00   0.0000000e+00   2.0000000e+01
   6.1173200e+05   2.7057200e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   6.0000000e-01   4.4280000e+00   0.0000000e+00   2.5000000e+01
   6.1170900e+05   2.7061600e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   6.0000000e-01   4.3800000e+00   0.0000000e+00   3.6000000e+01
   6.1165700e+05   2.7062400e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   1.3500000e+00   4.4200000e+00   0.0000000e+00   5.9000000e+01
   6.1165300e+05   2.7059900e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   6.0000000e-01   4.3970000e+00   1.0000000e+00   1.2000000e+01
   6.1165900e+05   2.7060300e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   5.0000000e-01   4.3910000e+00   1.0000000e+00   1.6000000e+01
   6.1168500e+05   2.7058400e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   4.5000000e-01   4.3660000e+00   1.0000000e+00   2.8000000e+01
   6.1166100e+05   2.7060500e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   6.0000000e-01   4.3760000e+00   1.0000000e+00   3.1000000e+01
   6.1169700e+05   2.7058400e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   1.0000000e+00   4.4350000e+00   1.0000000e+00   3.2000000e+01
   6.1168000e+05   2.7059900e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   7.0000000e-01   4.3590000e+00   1.0000000e+00   4.6000000e+01
   6.1170900e+05   2.7059900e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   4.5000000e-01   4.3970000e+00   1.0000000e+00   5.7000000e+01
   6.1163000e+05   2.7061800e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   5.0000000e-01   4.3930000e+00   1.0000000e+00   5.9000000e+01
   6.1167400e+05   2.7057200e+05   2.0060000e+03   1.2000000e+01   3.0000000e+00   6.5000000e-01   4.3990000e+00   2.0000000e+00   7.0000000e+00
